source,source_query,trade,business_name,slug,phone,category,rating,review_count,address,city,state,google_maps_url,google_maps_website_url,search_query,search_website_url,search_website_title,search_website_snippet,search_has_website,website_url,has_website,website_verification_status,website_verification_notes,business_status,first_seen_on,last_seen_on,times_seen,generated_site_url,generated_site_path,pitch_status,last_called_on,notes
google_maps,plumber in Apache Junction AZ,plumber,1UP PLUMBING,1up-plumbing,(602) 558-1363,,,,"315 S Stardust Ln, Apache Junction, AZ 85120",Apache Junction,AZ,https://www.google.com/maps/place/1UP+PLUMBING/data=!4m7!3m6!1s0x2cb39e0ba178852b:0x5d62eb222f98330d!8m2!3d33.4124662!4d-111.5662189!16s%2Fg%2F11ks699z27!19sChIJK4V4oQuesywRDTOYLyLrYl0?authuser=0,https://www.1upplumbingaz.com/,,,,,no,https://www.1upplumbingaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Star Plumbing Of Apache Junction,star-plumbing-of-apache-junction,(480) 418-8841,,,,,Apache Junction,AZ,https://www.google.com/maps/place/Star+Plumbing+Of+Apache+Junction/data=!4m7!3m6!1s0xa8024dc7842c4125:0xb41b2bfc37fccacf!8m2!3d33.375722!4d-111.530842!16s%2Fg%2F11k3jlt7zw!19sChIJJUEshMdNAqgRz8r8N_wrG7Q?authuser=0,https://starplumbing.net/,,,,,no,https://starplumbing.net/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Mountain AZ Plumbing,mountain-az-plumbing,(623) 451-8952,,,,,Apache Junction,AZ,https://www.google.com/maps/place/Mountain+AZ+Plumbing/data=!4m7!3m6!1s0x74a65563231d54f:0x8086343e148b738!8m2!3d33.5327396!4d-111.9004456!16s%2Fg%2F11x719twcs!19sChIJT9UxMlZlSgcROLdI4UNjCAg?authuser=0,https://mountainazplumbing.com/,,,,,no,https://mountainazplumbing.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,"Golden Rule Plumbing, LLC",golden-rule-plumbing-llc,(480) 357-6512,,,,"475 S Meridian Rd, Apache Junction, AZ 85120",Apache Junction,AZ,"https://www.google.com/maps/place/Golden+Rule+Plumbing,+LLC/data=!4m7!3m6!1s0x872bb05f8be9923f:0xfa68c8a6b7fdbdec!8m2!3d33.4107682!4d-111.580204!16s%2Fg%2F1tgx2h98!19sChIJP5Lpi1-wK4cR7L39t6bIaPo?authuser=0",https://www.instagram.com/goldenruleplumbingllc?igsh=NjkzZGc2NXVucWxl&utm_source=qr,,,,,no,https://www.instagram.com/goldenruleplumbingllc?igsh=NjkzZGc2NXVucWxl&utm_source=qr,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Davis Plumbing & Drain,davis-plumbing-drain,(480) 985-3012,,,,"2264 S Coconino Dr, Apache Junction, AZ 85120",Apache Junction,AZ,https://www.google.com/maps/place/Davis+Plumbing+%26+Drain/data=!4m7!3m6!1s0x872bb6c1c5ccc3a3:0x2393f3a5f97f50eb!8m2!3d33.3946518!4d-111.5478994!16s%2Fg%2F1tfcj6v3!19sChIJo8PMxcG2K4cR61B_-aXzkyM?authuser=0,http://www.davisplumbingservice.com/service-areas/apache-junction/,,,,,no,http://www.davisplumbingservice.com/service-areas/apache-junction/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Next Plumbing & Heating,next-plumbing-heating,(480) 771-2550,,,,"2080 W Southern Ave #121, Apache Junction, AZ 85120",Apache Junction,AZ,https://www.google.com/maps/place/Next+Plumbing+%26+Heating/data=!4m7!3m6!1s0x872bb7edfe35bee3:0x901a0a9c28a6df86!8m2!3d33.3937898!4d-111.5685318!16s%2Fg%2F11t_rmq9jx!19sChIJ4741_u23K4cRht-mKJwKGpA?authuser=0,,"""Next Plumbing & Heating""",https://www.servicemag.org/biz/next-plumbing-heating,"Next Plumbing & Heating — South Gate, CA | ServiceMag","Next Plumbing & Heating in South Gate, California. Rated 5/5 — view hours, services, and request a free quote.",yes,https://www.servicemag.org/biz/next-plumbing-heating,yes,found_by_search,Search results found a likely official website.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,AC and Plumbing Pro,ac-and-plumbing-pro,(480) 485-6820,,,,"288 N Ironwood Dr #106, Apache Junction, AZ 85120",Apache Junction,AZ,https://www.google.com/maps/place/AC+and+Plumbing+Pro/data=!4m7!3m6!1s0x872bb7292a73a5b7:0x554161f838ee627a!8m2!3d33.4178074!4d-111.5641162!16s%2Fg%2F11y1lt3xtc!19sChIJt6VzKim3K4cRemLuOPhhQVU?authuser=0,https://www.acandplumbingpro.com/,,,,,no,https://www.acandplumbingpro.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Mike Davis Plumbing,mike-davis-plumbing,(480) 288-4584,,,,,Apache Junction,AZ,https://www.google.com/maps/place/Mike+Davis+Plumbing/data=!4m7!3m6!1s0x872bb6e8d11e9add:0x7e8e033d7b3bfd1e!8m2!3d33.3952846!4d-111.6284485!16s%2Fg%2F1tdqt_q4!19sChIJ3Zoe0ei2K4cRHv07ez0Djn4?authuser=0,https://www.mikedavisplumbing.com/,,,,,no,https://www.mikedavisplumbing.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,480 Plumbing LLC.,480-plumbing-llc,(480) 401-8334,,,,,Apache Junction,AZ,https://www.google.com/maps/place/480+Plumbing+LLC./data=!4m7!3m6!1s0x872bb7e973c0afb1:0x7721c0028763d639!8m2!3d33.518261!4d-111.8950935!16s%2Fg%2F11jq0cmc6y!19sChIJsa_Ac-m3K4cROdZjhwLAIXc?authuser=0,http://480plumbingaz.com/,,,,,no,http://480plumbingaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Apache Junction Plumber,apache-junction-plumber,(480) 588-0700,,,,"3301 S Goldfield Rd # 4028, Apache Junction, AZ 85119",Apache Junction,AZ,https://www.google.com/maps/place/Apache+Junction+Plumber/data=!4m7!3m6!1s0x872bb7adb4705fd7:0x95fd6dec79c8df57!8m2!3d33.3841064!4d-111.5077542!16s%2Fg%2F11jgv61hdk!19sChIJ119wtK23K4cRV9_Ieext_ZU?authuser=0,,"""Apache Junction Plumber"" Apache Junction AZ",https://starplumbing.net/,Apache Junction Plumber | Star Plumbing,"Star Plumbing provides expert plumbing in Apache Junction , AZ . Call (480) 418-8841—open daily for drains, leaks, and full-service repairs.",yes,https://starplumbing.net/,yes,found_by_search,Search results found a likely official website.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Pipe Masters Plumbing & Sewer,pipe-masters-plumbing-sewer,(480) 707-3067,,,,,Apache Junction,AZ,https://www.google.com/maps/place/Pipe+Masters+Plumbing+%26+Sewer/data=!4m7!3m6!1s0x27c0ed0153c6efc9:0xb29d930484d1b417!8m2!3d33.1453446!4d-111.6673054!16s%2Fg%2F11vxy43_dc!19sChIJye_GUwHtwCcRF7TRhASTnbI?authuser=0,https://www.pipemastersaz.com/?utm_campaign=gmb,,,,,no,https://www.pipemastersaz.com/?utm_campaign=gmb,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,"Plumbing, Drain & Sewer Pros",plumbing-drain-sewer-pros,(520) 231-2169,,,,"1735 W Apache Trail, Apache Junction, AZ 85120",Apache Junction,AZ,"https://www.google.com/maps/place/Plumbing,+Drain+%26+Sewer+Pros/data=!4m7!3m6!1s0x8363a9899b3391d:0x355b4fa9dcfd814c!8m2!3d33.4148073!4d-111.5641808!16s%2Fg%2F11xsv9c5cp!19sChIJHTmzmZg6NggRTIH93KlPWzU?authuser=0",,"Plumbing, Drain & Sewer Pros Apache Junction AZ",https://mountainazplumbing.com/,East Valley Plumber | 24/7 Service | Mountain AZ Plumbing LLC,"Our dedicated team provides comprehensive plumbing , sewer , and drain solutions to keep your home's plumbing system running smoothly. Trust Mountain AZ Plumbing LLC for professionalism, reliability, and exceptional customer care. East Valley Plumbing Services Fast, Reliable Solutions for Apache Junction , Scottsdale, Mesa & Beyond",yes,https://mountainazplumbing.com/,yes,found_by_search,Search results found a likely official website.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Apache Junction AZ,plumber,Pristine Plumbing,pristine-plumbing,(602) 800-4375,,,,,Apache Junction,AZ,https://www.google.com/maps/place/Pristine+Plumbing/data=!4m7!3m6!1s0x66c15d9f65133307:0xed9b3aa240577b1!8m2!3d33.518261!4d-111.8950935!16s%2Fg%2F11w7kvm48n!19sChIJBzMTZZ9dwWYRsXcFJKqz2Q4?authuser=0,https://pristineplumbingaz.com/,,,,,no,https://pristineplumbingaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
